CAS,LogP,smiles_string
132766-18-8,0.23,CC(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(Cc1ccccc1)C(=O)N
132766-19-9,0.24,CC(=O)NC(CC(C)C)C(=O)NC(C(O)C)C(=O)NC(CC(C)C)C(=O)N
132766-20-2,-0.04,CC(=O)NC(C)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CC(C)C)C(=O)N
132766-21-3,0.26,CC(=O)NC(C)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc2ccccc2)C(=O)N
132786-14-2,0.68,C1N=C(N)OC1CN(C2)CCN(C2)c3ccc(OC)cc3
132899-69-5,1.85,c1(OCC)ccc(N(=O)=O)cc1NC(=O)CC
132911-42-3,0.42,N1C=CC=C1C(=O)NC
133408-50-1,2.32,c1ccccc1Oc2ccccc2C(C(=O)NC)=NOC
133445-74-6,-0.26,NS(=O)(=O)C(S1)=CC(=C12)C=C(S2)CNCCS(=O)(=O)C
133636-94-9,3.95,Clc1cc(Cl)c(C(=O)OC)cc1OC(=O)N2CCCC2
133636-96-1,4.67,Clc1cc(Cl)c(C(=O)OC(C)C)cc1OC(=O)N2CCCC2
133636-98-3,4.22,Fc1cc(Cl)c(C(=O)OC(C)C)cc1OC(=O)N2CCCC2
133737-32-3,4.80,CC(C)CCC(=O)CC1N(C(=O)c2ccccc12)c4ccc3ccc(Cl)nc3n4
133855-98-8,3.44,c1ccc(c(c1)Cl)[C@H]1O[C@@]1(Cn1cncn1)c1ccc(cc1)F
133933-40-1,0.40,OC(CC=CI)Cn1ccnc1N(=O)=O
133959-98-5,0.91,CN(C)CCN(C)CC1=CC(C)(C)N(=O)C1(C)C
133960-00-6,1.14,C1COCCN1CC2=CC(C)(C)N(=O)C(C)(C)C2
134098-61-6,5.01,O=C(OC(C)(C)C)c1ccc(CON=Cc2c(Oc3ccccc3)n(C)nc2C)cc1
134419-51-5,-2.02,C1=NC=CN1CC(O)CN2CCC2C(=O)O
134419-52-6,-0.29,C1=CN=CN1CC(O)CN2CCC2C(=O)OC
134419-53-7,1.21,C1=CN=CN1CC(O)CNC2CCCCC2Br
134419-55-9,-0.17,C1=CN=CN1CC(O)CNC2C(Br)CCOC2
134678-17-4,-0.93,Nc2ccn(C1CSC(CO)O1)c(=O)n2
134917-52-5,1.43,c1cc2NC(SCCC(=O)O)=NS(=O)(=O)c2cc1Cl
134917-53-6,1.79,c1(Cl)cc2S(=O)(=O)N=C(SCCC(=O)O)Nc2c(Cl)c1
135100-43-5,-0.38,O1C=C(O)C(=O)C=C1COCC
135158-54-2,3.10,c1ccc2N=NSc2c1C(=O)SC
135548-66-2,3.80,COC(=O)c2[nH]cc(c1ccc(Br)cc1)c2N3CCOCC3
135590-91-9,3.83,Clc1cc(Cl)ccc1N2N=C(C(=O)OCC)CC2(C)C(=O)OCC
135600-74-7,1.38,c1cc(OC)ccc1C(=O)OCC(O2)C(O)CC2N3C(=O)NC(=O)C(I)=C3
135617-14-0,1.24,c1cc(N(=O)=O)ccc1C(=O)OCC(O2)C(O)CC2N3C(=O)NC(=O)C(I)=C3
135685-04-0,0.65,O=N(=O)C(C)(C)c(c1)c(N(=O)=O)cc(c1)S(=O)(=O)N(C)CCN
135685-11-9,0.45,CNCCN(C)S(=O)(=O)c1ccc(CONC(=O)N)c(c1)N(=O)=O
135685-12-0,0.45,CNCCN(C)S(=O)(=O)c1ccc(CONC(N)=O)c(c1)N(=O)=O
135733-30-1,1.77,c1ccccc1C2=NON(=O)=C2CO
135733-31-2,1.64,c1ccccc1C2=N(=O)ON=C2CO
135733-32-3,1.92,c1ccccc1C2=NON=C2CO
135733-34-5,2.92,c1ccccc1C2=NON(=O)=C2C=O
135733-35-6,2.61,c1ccccc1C2=N(=O)ON=C2C=O
135832-36-9,0.11,S1C(S(=O)(=O)N)=CC=C1S(=O)(=O)CCOC(=O)C
135832-38-1,0.95,S1C(S(=O)(=O)N)=CC=C1SCCCCO
135832-39-2,-0.34,S1C(S(=O)(=O)N)=CC=C1S(=O)(=O)CCCCO
135832-40-5,-0.35,S1C(S(=O)(=O)N)=CC=C1S(=O)(=O)CCCNCC(C)C
135832-41-6,0.93,c1cc(S(=O)(=O)N)ccc1SCCCCO
135832-42-7,-0.60,c1cc(S(=O)(=O)N)ccc1S(=O)(=O)CCCCO
135832-43-8,-0.47,COC(=O)c1cc(S(=O)(=O)N)ccc1S(=O)(=O)CCO
135832-44-9,0.23,c1cc(S(=O)(=O)N)ccc1S(=O)(=O)CCNCC(C)C
135832-45-0,-0.60,Nc1cc(S(=O)(=O)N)ccc1S(=O)(=O)CCO
135832-46-1,0.17,c1cc(CCCO)ccc1S(=O)(=O)N
135832-47-2,0.98,c1cc(S(=O)(=O)N)ccc1CCCOC(=O)C
135832-48-3,0.57,c1cc(S(=O)(=O)N)ccc1CCCCO
135832-50-7,1.04,c1cc(S(=O)(=O)N)ccc1CCCCCO
135832-51-8,1.86,c1cc(S(=O)(=O)N)ccc1CCCCCOC(=O)C
136050-74-3,2.47,Cc1ccc2C(=O)C(C(=O)NC(C)C(=O)OC)=CN(CC)c2n1
136191-64-5,2.84,COC(=O)c1c(C(C)=NOC)cccc1Oc2nc(OC)cc(OC)n2
136309-02-9,2.22,n1c(Cl)cncc1OCC
136309-03-0,2.71,n1c(Cl)cncc1OCCC
136309-04-1,0.44,n1cc(C#N)nc(C)c1
136309-05-2,1.98,n1cc(OCC)nc(OC)c1
136309-06-3,0.82,n1c(OC)cncc1NC(=O)C
136309-07-4,0.95,n1cc(OC)nc(C#N)c1
136309-08-5,1.20,n1c(OC)cncc1C(=O)OCC
136309-09-6,1.99,n1c(OC)cncc1N(C)C
136309-10-9,1.24,n1c(N(C)C)cncc1C(=O)OCC
136309-11-0,1.99,n1cc(Cl)ncc1OCC
136309-12-1,0.56,n1cc(Cl)ncc1NC(=O)C
136309-13-2,1.70,n1cc(Cl)ncc1N(C)C
136309-14-3,1.65,n1cc(OC)ncc1N(C)C
136389-76-9,3.43,c1cc(C)ccc1NC2=C(N(=O)=O)C(C)=NN2c3ccccc3
136389-77-0,3.25,c1c(C)cccc1NC2=C(N(=O)=O)C(C)=NN2c3ccccc3
136389-80-5,2.78,c1cc(N(=O)=O)ccc1NC2=C(N(=O)=O)C(C)=NN2c3ccccc3
136389-87-2,3.89,c1cc(C(F)(F)F)ccc1NC2=C(N(=O)=O)C(C)=NN2c3ccccc3
136426-54-5,3.24,Fc1ccc2N=C(n3ncnc3)N(c4ccc(Cl)cc4Cl)C(=O)c2c1
136470-78-5,1.22,Nc4nc(NC1CC1)c3ncn(C2CC(CO)C=C2)c3n4
136832-80-9,2.59,C1CN(C)CCC1(C(=O)CC)c2cc(OC(=O)C(C)(C)C)ccc2
136832-82-1,3.03,C1CN(C)CCC1(C(=O)CC)c2cc(OC(=O)c3ccccc3)ccc2
136832-83-2,0.75,C1CN(C)CCC1(C(=O)CC)c2cc(OC(=O)OC)ccc2
136832-84-3,1.72,CCC(=O)C1(CCN(C)CC1)c2cccc(OC(=O)OC(C)C)c2
136832-85-4,2.38,CCC(=O)C1(CCN(C)CC1)c2cccc(OC(=O)OCC(C)C)c2
136832-86-5,2.42,C1CN(C)CCC1(C(=O)CC)c2cc(OC(=O)OCCCC)ccc2
136849-15-5,2.05,n1c(OC)cc(OC)nc1NC(=O)NS(=O)(=O)Nc2ccccc2C(=O)C3CC3
136944-22-4,2.30,c1c(OC)c(OC)ccc1NC(=O)C=Cc2cc(O)c(O)cc2
136944-23-5,1.99,c1cc(OC)c(OC)cc1CNC(=O)C=Cc2cc(O)c(O)cc2
136944-24-6,2.07,c1c(OC)c(OC)ccc1CCNC(=O)C=Cc2cc(O)c(O)cc2
136944-25-7,2.61,c1cc(O)c(O)cc1C=CC(=O)CCC
136944-37-1,3.36,CCCCCCNC(=O)C=COc1ccc(O)c(O)c1
136944-43-9,3.25,c1cc2cc(O)c(O)cc2cc1CC
136944-48-4,2.72,CCCCNC(=O)c1cc2cc(O)c(O)cc2cc1
136944-52-0,2.70,c1cc2cc(O)c(O)cc2cc1OCC
136986-57-7,1.66,O=CNC(C(OCC)=O)=CC1=CC2=C(OCO2)C=C1
136986-58-8,1.97,COC(C=CC(C=C(C(OCC)=O)NC=O)=C1)=C1OC
136986-59-9,2.22,COC1=CC=C(C=C(C(OCC)=O)NC=O)C=C1
136986-60-2,2.05,O=N(C1=CC=C(C=C(C(OCC)=O)NC=O)C=C1)=O
136986-61-3,2.05,O=N(C1=CC(C=C(C(OCC)=O)NC=O)=CC=C1)=O
136986-62-4,2.65,ClC1=CC=C(C=C(C(OCC)=O)NC=O)C=C1
136991-36-1,2.04,c1cc(Cl)ccc1S(=O)(=O)CC(=O)OC(C)C
137013-29-7,2.51,ClC1=CC(C=C(C(OCC)=O)NC=O)=CC=C1
137057-42-2,2.75,O1C(COC(=O)CC)C(OC(=O)CC)C(OC(=O)CC)C1N2c3ncnc(OC)c3N=C2
137057-43-3,4.07,O1C(COC(=O)CCC)C(OC(=O)CCC)C(OC(=O)CCC)C1N2c3ncnc(OC)c3N=C2
137057-45-5,3.96,O1C(COC(=O)C(C)C)C(OC(=O)C(C)C)C(OC(=O)C(C)C)C1N2c3ncnc(OC)c3N=C2
137057-57-9,3.83,O1C(CO)C(OC(=O)CCCC)C(OC(=O)CCCC)C1N2c3ncnc(OC)c3N=C2
137057-62-6,3.61,O1C(CO)C(OC(=O)C(C)(C)C)C(OC(=O)C(C)(C)C)C1N2c3ncnc(OC)c3N=C2
137057-67-1,3.48,O1C(CO)C(OC(=O)Cc2ccccc2)C(OC(=O)Cc3ccccc3)C1N4c5ncnc(OC)c5N=C4
137057-69-3,3.58,O1C(COC(=O)CCCC)C(O)C(OC(=O)CCCC)C1N2c3ncnc(OC)c3N=C2
137057-71-7,3.40,O1C(COC(=O)C(C)(C)C)C(O)C(OC(=O)C(C)(C)C)C1N2c3ncnc(OC)c3N=C2
137057-72-8,3.39,O1C(COC(=O)c2ccccc2)C(O)C(OC(=O)c3ccccc3)C1N4c5ncnc(OC)c5N=C4
137057-73-9,3.65,O1C(COC(=O)c2ccc(OC)cc2)C(OC(=O)c3ccc(OC)cc3)C1N4c5ncnc(OC)c5N=C4
137103-53-8,2.47,c1cc(c2ccncc2)ccc1C(O)(c3ccc(F)cc3)CN4C=NC=C4
137103-54-9,3.58,c1cc(c2ncccc2)ccc1C(O)(c3ccc(F)cc3)CN4C=NC=C4
137103-55-0,3.31,c1cc(c2cnccc2)ccc1C(O)(CN3C=NC=C3)c4c(F)cc(F)cc4
137103-59-4,2.91,c1c(c2ccncc2)cccc1C(O)(c3ccc(F)cc3)CN4C=NC=C4
137103-63-0,3.55,c1cc(c2ccncc2)ccc1C(O)(c3ccc(OC)cc3)CN4C=NC=C4
137103-64-1,3.27,c1cc(c2ccncc2)ccc1C(O)(c3ccc(Cl)cc3)CN4C=NC=C4
137103-66-3,2.41,c1cc(c2ccncc2)ccc1C(O)(CN3C=NC=C3)c4ccc(C(=O)C)cc4
137103-67-4,3.29,c1cc(c2ccncc2)ccc1C(O)(CN3C=NC=C3)c4ccc(N(C)C)cc4
137103-74-3,2.40,c1cc(c2ccncc2)ccc1C(O)(CN3C=NC=C3)c4ccc(CO)cc4
137128-33-7,3.65,c1cc(c2ncccc2)ccc1C(O)(CN3C=NC=C3)c4c(F)cc(F)cc4
137302-31-9,3.17,C1COCCN1S(=O)(=O)NC(Cc2ccccc2)C(=O)NC(CC=C)C(=O)NC(CC3CCCCC3)COC(F)(F)C(=O)NCCN4CCOCC4
137302-35-3,3.39,C1COCCN1S(=O)(=O)NC(Cc2ccccc2)C(=O)NC(CC=C)C(=O)NC(CC3CCCCC3)C(=O)C(F)(F)C(=O)NCCN4CCOCC4
137302-63-7,2.73,C1COCCN1S(=O)(=O)NC(Cc2ccc(OC)cc2)C(=O)NC(CC=C)C(=O)NC(CC3CCCCC3)C(=O)C(F)(F)C(=O)NCCN4CCOCC4
137429-62-0,2.73,C1CN(C)CCN1S(=O)(=O)NC(Cc2ccccc2)C(=O)NC(CC=C)C(=O)NC(CC3CCCCC3)C(=O)C(F)(F)C(=O)NCCN4CCOCC4
137605-59-5,-0.60,N(C(C)C(=O)NC(C)(C)C)C(=O)CNC(=O)C(C)NC(=O)C
137605-60-8,-0.51,CC(=O)NC(C)C(=O)NC(C)C(=O)NC(C)C(=O)NC(C)(C)C
137605-62-0,-0.39,CC(NC(=O)C1CCCN1C(=O)C(C)NC(=O)C)C(=O)NC(C)(C)C
137605-63-1,1.01,CC(=O)NC(C)C(=O)NC(Cc1ccccc1)C(=O)NC(C)C(=O)NC(C)(C)C
137605-64-2,1.26,CC(=O)NC(C)C(=O)NC(CC1=CNc2ccccc12)C(=O)NC(C)C(=O)NC(C)(C)C
137605-65-3,-0.74,CC(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NC(C)(C)C
137783-17-6,3.86,CCNC(=S)NS(=O)(=O)c1cnccc1NC2CCCCCCC2
138261-41-3,0.57,c1nc(Cl)ccc1CN2C(=NN(=O)=O)NCC2
138324-57-9,2.40,CCOc1ccccc1C(=O)NCC
138324-58-0,3.00,CC(C)N(C(C)C)C(=O)c1ccccc1OCC
138335-21-4,5.60,COc1ccc(cc1)C3Cc2c(cccc2C(F)(F)F)N(CCN(C)C)C(=O)C3C
138383-43-4,4.90,COc1ccc(cc1)C3Cc2c(cccc2C(F)(F)F)N(CCN(C)C)C(=O)C3OC(C)=O
138568-62-4,3.35,S1C=CN=C1c2ccc(C(C)C(=O)O)cc2Br
138568-63-5,4.29,S1C=C(C(C)C)N=C1c2ccc(C(C)C(=O)O)cc2
138568-64-6,4.11,S1C=C(CC=C)N=C1c2ccc(C(C)C(=O)O)cc2
138568-65-7,2.25,S1C=C(CO)N=C1c2ccc(C(C)C(=O)O)cc2
138568-66-8,2.56,S1C=C(COC)N=C1c2ccc(C(C)C(=O)O)cc2
138568-67-9,3.72,S1C(CC)=CN=C1c2ccc(C(C)C(=O)O)cc2
138568-68-0,3.99,S1C(C)=C(CC)N=C1c2ccc(C(C)C(=O)O)cc2
138568-69-1,4.41,c1cc(C(C)C(=O)O)ccc1c2nc(CCC3)c(C3)s2
138568-70-4,3.52,S1C=C(C)N=C1c2ccc(C(C)C(=O)O)cc2F
138568-71-5,4.16,S1C=C(CC)N=C1c2ccc(C(C)C(=O)O)cc2F
138568-72-6,4.62,S1C=C(C(C)C)N=C1c2ccc(C(C)C(=O)O)cc2F
138568-73-7,5.24,S1C=C(CCCC)N=C1c2ccc(C(C)C(=O)O)cc2F
138568-74-8,3.55,S1C(C)=CN=C1c2ccc(C(C)C(=O)O)cc2F
138568-75-9,4.10,S1C(CC)=CN=C1c2ccc(C(C)C(=O)O)cc2F
138568-76-0,3.74,S1C(C)=C(C)N=C1c2ccc(C(C)C(=O)O)cc2F
138568-77-1,4.44,S1C(C)=C(CC)N=C1c2ccc(C(C)C(=O)O)cc2F
138568-78-2,3.65,S1C=C(C)N=C1c2ccc(C(C)C(=O)O)cc2Cl
138568-79-3,4.28,S1C=C(CC)N=C1c2ccc(C(C)C(=O)O)cc2Cl
138568-80-6,4.78,S1C=C(C(C)C)N=C1c2ccc(C(C)C(=O)O)cc2Cl
138568-81-7,5.36,S1C=C(CCCC)N=C1c2ccc(C(C)C(=O)O)cc2Cl
138568-82-8,3.66,S1C(C)=CN=C1c2ccc(C(C)C(=O)O)cc2Cl
138568-83-9,4.39,S1C(CC)=CN=C1c2ccc(C(C)C(=O)O)cc2Cl
138568-84-0,3.94,S1C(C)=C(C)N=C1c2ccc(C(C)C(=O)O)cc2Cl
138568-85-1,4.62,S1C(C)=C(CC)N=C1c2ccc(C(C)C(=O)O)cc2Cl
138597-35-0,0.78,O1C=C(O)C(=O)C=C1COCCCC
138597-46-3,0.30,O1C=C(O)C(=O)C=C1COCCC
138686-07-4,-0.28,O1C(CO)CC(F)C1N2C(=O)NC(=O)C(Cl)=C2
138771-70-7,2.30,CC(=O)NC(Cc1ccccc1)C(=O)NC(Cc2ccccc2)C(=O)NC(Cc3ccccc3)C(=O)N
138771-71-8,2.63,CC(=O)NC(Cc1ccccc1)C(=O)NC(Cc2ccccc2)C(=O)N(C)C(Cc3ccccc3)C(=O)N
138848-10-9,-0.64,O=C1N(C2OC(CO)C(F)C2)C=CC(N=CN(C)C)=N1
138848-11-0,-1.54,O1C(CO)C(O)CC1N2C(=O)N=C(N=CN3CCOCC3)C=C2
138848-12-1,-1.02,OCC1OC(CC1O)N3C=CC(N=CN2CCCC2)=NC3=O
138848-13-2,-0.59,O1C(CO)C(O)CC1N2C(=O)N=C(N=CN(CC)CC)C=C2
138848-15-4,0.17,O1C(CO)C(O)CC1N2C(=O)N=C(N=CN(C(C)C)C(C)C)C=C2
138926-22-4,3.57,c1c(OCC#C)c(Cl)cc(Cl)c1OC(=O)N2CCC(F)(F)CC2
139051-78-8,3.28,OC(=O)C3CC(NC(=O)Nc1ccccc1)c2c(Cl)cc(Cl)cc2N3
139326-34-4,2.79,c1cc(N(=O)=O)ccc1SCC(=O)OC(C)C
139326-35-5,2.26,Clc1cc(N(=O)=O)ccc1SCC(=O)OC
139326-36-6,3.20,Clc1cc(N(=O)=O)ccc1SCC(=O)OC(C)C
139326-37-7,2.76,c1cccc(N(=O)=O)c1SCC(=O)OC(C)C
139326-38-8,2.24,c1cc(Cl)cc(N(=O)=O)c1SCC(=O)OC
139326-39-9,1.64,c1cc(N(=O)=O)ccc1S(=O)CC(=O)OC(C)C
139326-40-2,1.35,Clc1cc(N(=O)=O)ccc1S(=O)CC(=O)OC
139326-41-3,2.01,Clc1cc(N(=O)=O)ccc1S(=O)CC(=O)OC(C)C
139326-42-4,0.74,N(=O)(=O)c1ccccc1S(=O)CC(=O)OC
139326-43-5,1.59,N(=O)(=O)c1ccccc1S(=O)CC(=O)OC(C)C
139326-44-6,1.29,N(=O)(=O)c1cc(Cl)ccc1S(=O)CC(=O)OC
139326-45-7,2.22,N(=O)(=O)c1cc(Cl)ccc1S(=O)CC(=O)OC(C)C
139326-46-8,0.63,N(=O)(=O)c1cc(N(=O)=O)ccc1S(=O)CC(=O)OC
139326-47-9,1.61,N(=O)(=O)c1cc(N(=O)=O)ccc1S(=O)CC(=O)OC(C)C
139326-48-0,1.80,c1cc(N(=O)=O)ccc1S(=O)(=O)CC(=O)OC(C)C
139326-49-1,1.45,Clc1cc(N(=O)=O)ccc1S(=O)(=O)CC(=O)OC
139326-50-4,2.40,Clc1cc(N(=O)=O)ccc1S(=O)(=O)CC(=O)OC(C)C
139326-51-5,1.72,c1cccc(N(=O)=O)c1S(=O)(=O)CC(=O)OC(C)C
139326-52-6,2.45,c1cc(Cl)cc(N(=O)=O)c1S(=O)(=O)CC(=O)OC(C)C
139359-10-7,3.00,c1cc(Cl)cc(N(=O)=O)c1SCC(=O)OC(C)C
139359-11-8,2.81,c1cc(N(=O)=O)cc(N(=O)=O)c1SCC(=O)OC(C)C
139403-31-9,4.50,CCCCC(C)CC(O)C=CC1C(O)CC2CC(CCOCC(=O)OC)CC12
139528-85-1,3.08,COc1cc(OC)n2nc(S(=O)(=O)Nc3c(Cl)c(C)ccc3Cl)nc2n1
139727-35-8,2.76,C1CC(C)(OO2)OC3N(C)C(=O)CC4C23C1C(C)CC4
139727-72-3,3.40,C1CC(C)(OO2)OC3N(CCC)C(=O)CC4C23C1C(C)CC4
139727-75-6,1.75,C1CC(C)(OO2)OC3N(CC(=O)O)C(=O)CC4C23C1C(C)CC4
139733-55-4,1.10,c1ccccc1OCC(O)CNCCOc(c2)ccc(c2)OCC(=O)N
139733-59-8,2.40,c1ccccc1OCC(O)CNCCOc(c2)ccc(c2)OCC(=O)NCCC
139733-61-2,2.40,c1ccccc1OCC(O)CNCCOc(c2)ccc(c2)OCC(=O)NC(C)C
139733-77-0,0.50,c1ccccc1OCC(O)CNCCOc(c2)ccc(c2)OCC(=O)NCCCO
139733-95-2,3.20,c1ccccc1OCC(O)CNCCOc(c2)ccc(c2)OCC(=O)NCc3ccccc3
139734-21-7,2.60,c1ccccc1OCC(O)CNCCOc(c2)ccc(c2)OCC(=O)N3CCCCC3
139734-30-8,3.60,c1ccccc1OCC(O)CNCCOc(c2)ccc(c2)OCC(=O)N3CCc4ccccc4C3
139755-83-2,2.75,CCCc1nn(C)c2c(=O)[nH]c(nc12)c3cc(ccc3OCC)S(=O)(=O)N4CCN(C)CC4
140111-43-9,1.25,c1cnccc1C2=CCN(C)CC2
140706-47-4,-0.23,NC1=NON=C1NC(=O)C
140706-48-5,1.41,NC1=NON=C1NC(=O)c2ccccc2
140706-49-6,0.51,NC1=NON=C1NCC
141018-14-6,-0.06,O=C1N(C2OC(CO)CC2)C=CC(N=CN(CC)CC)=N1
141018-15-7,0.95,O=C1N(C2OC(CO)CC2)C=CC(N=CN(CCC)CCC)=N1
141018-16-8,0.06,O=C1N(C2OC(CO)CC2)C=CC(N=CN3CCCCC3)=N1
141018-17-9,-0.97,O=C1N(C2OC(CO)CC2)C=CC(N=CN3CCOCC3)=N1
141018-18-0,-0.47,O=C1N(C2OC(CO)CC2)C=CC(N=CN3CCCC3)=N1
141018-19-1,0.23,O=C1N(C2OC(CO)C(F)C2)C=CC(N=CN(CC)CC)=N1
141018-20-4,1.35,O=C1N(C2OC(CO)C(F)C2)C=CC(N=CN(CCC)CCC)=N1
141018-21-5,1.14,O=C1N(C2OC(CO)C(F)C2)C=CC(N=CN(C(C)C)C(C)C)=N1
141018-22-6,0.36,O=C1N(C2OC(CO)C(F)C2)C=CC(N=CN3CCCCC3)=N1
141018-23-7,-0.68,O=C1N(C2OC(CO)C(F)C2)C=CC(N=CN3CCOCC3)=N1
141018-24-8,-0.16,O=C1N(C2OC(CO)C(F)C2)C=CC(N=CN3CCCC3)=N1
141043-80-3,0.72,O=C1N(C2OC(CO)CC2)C=CC(N=CN(C(C)C)C(C)C)=N1
141112-29-0,2.32,C1=NOC(C2CC2)=C1C(=O)c3ccc(C(F)(F)F)cc3S(=O)(=O)C
141249-30-1,-0.46,O1C(CO)CC(F)C1N2C(=O)N=C(N)C(Cl)=C2
141249-32-3,-0.72,O1C(CO)CC(F)C1N2C(=O)NC(=O)C(F)=C2
141517-21-7,4.50,c1(C(F)(F)F)cc(ccc1)\C(=N\OCc1c(cccc1)\C(C(=O)OC)=N\OC)C
141605-11-0,1.07,O=C1N(N)C(SC)=NN=C1C2CCOCC2
141605-15-4,1.91,O=C1N(NC)C(C)=NN=C1c2cc(OCC)ccc2
141605-16-5,3.02,O=C1N(N)C(SC)=NN=C1c2cc(Cl)cc(Cl)c2
141605-18-7,3.43,O=C1N(C)C(S)=NN=C1c2cc(Cl)cc(Cl)c2
141605-19-8,2.67,O=C1N(N)C(S)=NN=C1c2cc(Cl)cc(Cl)c2
141627-87-4,1.91,O=C1N(N)C(NC)=NN=C1c2cc(Cl)cc(Cl)c2
141627-88-5,2.67,O=C1N(C)C(S)=NN=C1c2cc(OCC)ccc2
141627-90-9,3.61,O=C1N(C)C(S)=NN=C1c2cc(Cl)c(OC(F)(F)F)cc2
141776-32-1,0.73,CCS(=O)(=O)c1nc2ccccn2c1S(=O)(=O)NC(=O)Nc3nc(OC)cc(OC)n3
142011-55-0,2.98,N1=CSC=C1C2=Nc3ccccc3N2C(=O)OCCC
142011-56-1,3.46,N1=CSC=C1C2=Nc3ccccc3N2C(=O)OCC(C)C
142312-58-1,3.87,C1=CC2=NN(C3CCCCC3)N=C2C=C1NC(=O)C(Cl)Cl
142312-59-2,4.45,C1=CC2=NN(C3CCCCC3)N=C2C=C1NC(=O)c4ccccc4
142312-60-5,5.85,C1=CC2=NN(C3CCCCC3)N=C2C=C1NC(=O)c4cc(Cl)c(Cl)cc4
142312-61-6,4.45,C1=CC2=NN(C3CCCCC3)N=C2C=C1NC(=O)c4cc(OC)c(OC)c(OC)c4
142312-62-7,4.57,C1=CC2=NN(C3CCCCC3)N=C2C=C1NC(=O)c4ccc(N(=O)=O)cc4
142312-63-8,1.22,C1=CC2=NN(C)N=C2C=C1NC(=O)CCl
142312-64-9,1.83,C1=CC2=NN(C)N=C2C=C1NC(=O)OCC
142312-65-0,2.44,C1=CC2=NN(C)N=C2C=C1NC(=O)c3ccccc3
142312-66-1,3.13,C1=CC2=NN(C)N=C2C=C1NC(=O)c3ccc(Cl)cc3
142312-67-2,2.53,C1=CC2=NN(C)N=C2C=C1NC(=O)c3ccc(N(=O)=O)cc3
142312-68-3,2.38,C1=CC2=NN(C)N=C2C=C1NC(=O)c3cc(OC)c(OC)c(OC)c3
142326-59-8,5.10,Oc3c(c2cccc(Oc1ccccc1)c2)c(=O)[nH]c4cc(Cl)ccc34
142459-58-3,3.20,c1cc(F)ccc1N(C(C)C)C(=O)COC2=NN=C(C(F)(F)F)S2
142472-21-7,0.72,o1ccc(C(=O)NCC)c1
142534-71-2,5.52,C12[C@@H](Cl)[C@H](Cl)C([C@H]([C@@H]1Cl)Cl)(C(Cl)Cl)[C@@]2(C)C(Cl)Cl
142657-44-1,3.60,c1cc(F)cc(F)c1C(O)(CN2C=NC=C2)c3cc(Br)ccc3
142657-45-2,3.35,c1cc(Br)ccc1C(O)(c2ccccc2)CN3C=NC=C3
142657-51-0,2.61,c1cc(c2ccncc2)ccc1C(O)(CN3C=NC=C3)c4ccc(OC(=O)C)cc4
142657-52-1,3.45,c1cc(c2ccncc2)ccc1C(O)(CN3C=NC=C3)c4ccc(C(OC)(C)OC)cc4
142657-53-2,2.49,c1cc(c2ccncc2)ccc1C(O)(c3ccc(O)cc3)CN4C=NC=C4
142657-54-3,3.84,c1cc(c2ccncc2)ccc1C(O)(c3ccc(F)cc3)CN4CCCC4
142688-52-6,4.20,N1=C(N)NN=C1NCCNC(=O)C(C(C)C)CC(O)C(CC2CCCCC2)NC(=O)C(CCCC)NC(Cc3ccccc3)C(=O)N4CCC(OCOC)CC4
142698-98-4,2.82,c1cc(c2ccncc2)ccc1C(O)(c3ccc(F)cc3)CN4CCOCC4
142707-91-3,4.30,CC(=O)NCCCNC(=O)C(C(C)C)CC(O)C(CC1CCCCC1)NC(=O)C(CCCC)OC(Cc2ccccc2)C(=O)N3CCC(OCOC)CC3
142707-93-5,4.20,NC(=O)NCCCNC(=O)C(C(C)C)CC(O)C(CC1CCCCC1)NC(=O)C(CCCC)OC(Cc2ccccc2)C(=O)N3CCC(OCOC)CC3
142708-11-0,4.40,N#CN=C(NC)NCCCNC(=O)C(C(C)C)CC(O)C(CC1CCCCC1)NC(=O)C(CCCC)OC(Cc2ccccc2)C(=O)N3CCC(OCOC)CC3
142708-13-2,4.30,N1=C(N)NN=C1NCCCNC(=O)C(C(C)C)CC(O)C(CC2CCCCC2)NC(=O)C(CCCC)OC(Cc3ccccc3)C(=O)N4CCC(OCOC)CC4
142978-29-8,2.60,n1cc(N(=O)(=O))cc(Cl)c1Nc2c(N(=O)(=O))cc(N(=O)(=O))cc2Cl
142978-30-1,3.74,n1cc(C(F)(F)F)cc(Cl)c1Nc2c(N(=O)(=O))cc(N(=O)(=O))cc2Cl
142978-32-3,2.80,n1cc(N(=O)(=O))cc(Cl)c1Nc2c(N(=O)(=O))cc(N(=O)(=O))cc2C(F)(F)F
143121-06-6,3.13,Clc1ccccc1OC(=O)N2CCCC2
143121-07-7,3.95,Clc1cc(Cl)c(OCC#C)cc1OC(=O)N(CC)CC
143121-08-8,2.98,Clc1cc(Cl)c(O)cc1OC(=O)N2CCCC2
143121-09-9,2.93,C1Oc2cc(Cl)c(OC(=O)N3CCCC3)cc2N=C1OCC#C
143121-10-2,3.42,c1c(OCC#C)c(Cl)cc(Cl)c1OC(=O)N2CCC(F)(F)C2
